1873518366268551509,1733067711188766720,2024-12-29T23:56:01.000Z,"""Those who come to convert and change the demographics must be treated this way.  Otherwise you will get another #Manipur tomorrow.  Want that?  #Christianity https://t.co/OnSNNjE0zk"""
1873516076086202534,1719074185346211840,2024-12-29T23:46:55.000Z,"""@jordanbpeterson @Franklin_Graham @JerryFalwellJr @PastorMark This is a betrayal of the core virtues of #Christianity, most especially the virtue of #hope. For in order to cement authoritarian rule in place—whether it's the authoritarian rule of M. @MattWalshBlog over his family or M. @elonmusk over his businesses—one must kill hope.  ~Mono"""
1873515698011722234,1719074185346211840,2024-12-29T23:45:25.000Z,"""@jordanbpeterson However, right-wing #Christians such as M. @Franklin_Graham and M. @JerryFalwellJr and M. @PastorMark want one thing out of #Christianity above all, this one thing and hardly anything else: an excuse to demand total obedience.  They are authoritarians propped up with #Bibles.  🦄"""
1873515675719000260,2583999776,2024-12-29T23:45:19.000Z,"""Edomites (White Christians) vs. Biblical Hebrew Israelites (Black Christians) Just  60 years ago in the United States. Many more cases since then but I'll stick to the 1960's. #Christianity #Christians #Muslims #Jews #Christian #Church https://t.co/72BYP3iLUk"""
1873515258155049452,1617716367960190977,2024-12-29T23:43:40.000Z,"""The Greatest Man in History… #bible #jesuschrist #JESUS #christianity #h... https://t.co/SS3zwwiLiO via @YouTube"""
1873513494559220016,1846513936557846528,2024-12-29T23:36:39.000Z,"""The common factor is that they both have problems. The man in #black has problem with age. The man in white has a problem with dose. https://t.co/2WEkkm044n #Islam #Christianity #Catholicism #Philanthropy https://t.co/o4JThRt8cD"""
1873512287895785844,1847577345479122944,2024-12-29T23:31:52.000Z,"""Judgment Day #Jesus #God #joebiden #christian #christianity https://t.co/WWyoBq7yPl via @YouTube"""
1873512026896740845,1719074185346211840,2024-12-29T23:30:50.000Z,"""A curious thing seems to have happened to #Christianity, at least right-wing hyperpolitical Christianity, in terms of their notions about the human spirit.   Mediaeval #Christians, quite sensibly, thought that there were *three* aspects of human being, not just one.  ~Mono 🦄"""
1873507027642958296,1213859252277669891,2024-12-29T23:10:58.000Z,"""Power, Not Scripture: The Real Story of Christianity and Sex https://t.co/UE05fQVmtP #Christianity #Sexuality #Power #society #LGBTQ"""
1873505168798744738,1187300409305468929,2024-12-29T23:03:34.000Z,"""@allbygrace_   The Bible is unfolding in front of the whole world. It's time to get right with God.  Prepare as the wise maidens..humble your ego/flesh and find TRUE FAITH in GOD: The Father The Son The Holy Spirit🙏  #GOD #Yeshua #Bible #Messiah #Yahweh #Christianity #JesusSaves… https://t.co/MW8pCUSRcT"""
