1877118908047700463,19580451,2025-01-08T22:23:17.000Z,"""""The #JoeBiden Admin To Dole Out Millions In Refunds To #IllegalMigrants Who Applied For Failed #Amnesty Program"". #Illegalaliens #buildthewall #Trump  https://t.co/hmzv11py8b"""
1877118088597868546,1833240371096391681,2025-01-08T22:20:02.000Z,"""@rburke01 It's only California, build a wall on its East border and ghost the whole State and everyone in it. What's so scary about that? #MAGA #BuildTheWall"""
1877098872201159081,1469417694420160523,2025-01-08T21:03:40.000Z,"""Shame, shame on you 🤡 @RepJayapal &amp; all democrats!   The only thing wrong with our immigration process is the fact that you &amp; @POTUS have allowed #IllegalAliens to enter our country! #MAGA #BuildTheWall #AmericaFirst 12 days til @realDonaldTrump &amp; @RealTomHoman fix it! https://t.co/gA3ldsDW1C"""
1877080627347853449,1721721871,2025-01-08T19:51:10.000Z,"""@kevinnbass MAGA just made a huge shift in immigration policy - from open-border opposition to building a border wall and mass deportation, to annexing Mexico and making it part of the US. Democrats must stop playing politics with our citizens' safety! #ImmigrationReform #BuildTheWall"""
1877073357515956716,1603860305544712192,2025-01-08T19:22:17.000Z,"""@joncoopertweets This is MAGA Nation, biatch! #Only2Genders #BuildTheWall #AmericaFirst Sincerely from a very brown Hispanic legal immigrant"""
1877064475993317381,1680333144896188416,2025-01-08T18:46:59.000Z,"""While I empathize with the people of Commiefornia living in the Duchy of Stupid, I'll admit I'm far more worried that we'll get EVEN MORE OF THEM IN UTAH NOW.  #BuildTheWall around #California #LosAngelesFire"""
1877058659408081360,1371208200150773760,2025-01-08T18:23:53.000Z,"""@atrupar Funny how #MAGA has gone from #BUILDTHEWALL to INVADE #GREENLAND. Wall never finished. Greenland - of course not.   Meanwhile: 34 Convictions, sentencing Friday.  SQUIRREL!! Wake the fuck up  #Distraction"""
1877058010981277735,794597772557172736,2025-01-08T18:21:18.000Z,"""@RepMcGovern The Greenland and Panama are good ideas.  We need both. It is a very good conversation to have.   BTW, #BuildTheWall and deport illegal immigrants."""
1877021131825180910,1517488560844201985,2025-01-08T15:54:45.000Z,"""@RepJerryNadler Stay off the floor, fat PIG 🐷 people like you are the reason Americans don't like socialist democrats. #AmericaFirst #deportillegals    #Buildthewall"""
1877008184956571670,1833596751057719296,2025-01-08T15:03:19.000Z,"""@FOXBaltimore Just saw the video of Border Patrol taking people into custody in California. It's about time! #BuildTheWall #Trump2020"""
1876986850079920405,1549189357868703745,2025-01-08T13:38:32.000Z,"""@POTUS You just can’t open your mouth without lying, can you?  You (along with whomever is making decisions in your place) are doing everything you can to harm Americans on your way out. History will come to despise you.  #maga #DrillBabyDrill #BuildTheWall #Trump"""
1876980322148974879,730223553862205440,2025-01-08T13:12:36.000Z,"""These boarders seem like a hot button issue #buildthewall #usa #usa #usa https://t.co/dyCwnMVvLM"""
1876968940481524219,951750720,2025-01-08T12:27:22.000Z,"""@NAFOvoyager Spot on🎯🤣👍 Cut all connections to russia, close the sea, close the sky, build the wall and arm Ukraine  #NAFO #russiaIsCancer #chinaIsShit #MUGA #StandWithUkraine  #StandWithGeorgia  #MakerussiaSmallAgain #russiabankcollapse #BuildTheWall 🫡🇺🇦🇸🇪🇪🇺🇬🇪🇹🇼🇦🇩 https://t.co/Ki3uSdePYA"""
1876968479074513061,3390332375,2025-01-08T12:25:32.000Z,"""The Panama Canal is back.  Canada is the 51st state.  Greenland is the 52nd.   The Gulf of America is the new name.  We are taking over The UK 🇬🇧   What next? Antartica 🧐  #MAGA #AmericaFirst #Conservative #Trump2024 #GOP #2A #DrainTheSwamp #BuildTheWall #ProLife… https://t.co/SgWaJcbpTh https://t.co/wQQaYUulId"""
1876914138124828679,1778338085186543616,2025-01-08T08:49:36.000Z,"""Homelessness Increased by 30 Percent Last Year in Illegal Immigrant-Friendly Colorado  #Homelessness #IllegalImmigration #IllegalAliens #Colorado #BuildTheWall  #BuildThatWall  https://t.co/zEFCseG0dK"""
1876900856366276910,24018210,2025-01-08T07:56:49.000Z,"""@katbritton08 May Carla rest in peace ❤️🕊️ #BuildTheWall"""
1876859119987990632,1510349734896099328,2025-01-08T05:10:59.000Z,"""@arva61138 Mexico, US, and Canada are separate countries with their own laws and citizens. They all deport each other's illegals, proving strong borders matter! #BuildTheWall #MAGA"""
1876858225343004908,1510349734896099328,2025-01-08T05:07:25.000Z,"""@Deja_Vu_4Me @Etiann79 @mksanders1960 @udreams30 Mexico, US, and Canada are separate countries with their own laws and citizens. They all deport each other's illegals, proving strong borders matter! #BuildTheWall #MAGA"""
1876802069748756853,1464358762177867777,2025-01-08T01:24:17.000Z,"""#BorderCrisis #Illegals COME TBE EOGHT WAY, or NOT AT ALL! #TN alert. #DeportThemAll #CloseTheBorder #Fix2020 &amp; #BuildTheWall #MAHA #MAGA https://t.co/BrhU1skeQT"""
1876799211234034110,1557101967838654465,2025-01-08T01:12:55.000Z,"""Honduras doesn't want their violent criminals to come back home and would risk war to keep them on our streets. That tells you everything you need to know about these 'refugees'. #BuildtheWall #DeportThemAll https://t.co/asoO18vSau"""
1876797571026276515,895388295496073221,2025-01-08T01:06:24.000Z,"""Supreme Court hands Trump win, refuses to stop border wall construction https://t.co/PgIpwxcw3b 3 Aug 2020  #QUOTE .. refusing by a 5-4 vote to temporarily block construction of a wall at the southern border ..  #BuildTheWall #FinishTheWall qt-scotus-037 #BorderObserver"""
